,rid,text,food,ambience,service,price
65,740,"Suki di sini termasuk enak dan murah dibanding suki tempat lain. Pas kita dtg tamu2 nya memang ga bnyk, tp malah bgs, jd bisa dilayani cepat ;). Kuah suki yg kita peseb tomyam dan macao broth. Lebih suka yg tomyam sih.. pilihan isinya juga banyak dan enak2 ;). Secara tempatnya g jauh dr rumah, jd sepertibya bkl didatangin lagi kalo kangen suki yg murah, lumayan dan tempatnya nyaman.",POSITIVE,,POSITIVE,POSITIVE
66,1603,Kesini karena acara ulang tahun temen aja sih.. Untuk tempat keren lah nyaman dan bisa liat pemandangan.. Untuk makanan yaaa biasa lah lumayan enak,POSITIVE,POSITIVE,,
67,228,"Location : ⭐️⭐️⭐ tempatnya di ruko gading serpong jl kelapa puan klo ga salah.. Pokoknya di pinggiranngitu.. Rada di dalem dalem tapi keliatan restorannya dari jalan yg masuk gang arah sekolah penabur kalo ga salah inget Ambience: ⭐️⭐⭐️ tempatnya biasa aja sangat sederhana, sangat ramai di jam jam makan dan cocok bgt buat restoran keluarga. Service : ⭐️⭐⭐️️ servicenya baik kok.. Pelayanannya juga cepat tanggap Food : ⭐️⭐️⭐⭐️ makanan disini lebih ke seafood dan untuk rasaanyaa behhh.. enak bgt yg recommend menurut aku itu ikan bandeng bakar cabut tulang sama udang goreng telor asinnya.. Endesss bgt poll 👌🏻cocok bgt di lidah buat pecinta seafood sama harganya worth it sih..,udah beberapa makan disini gak pernah kecewa. selain karena rasanya yg pas. harganya juga pas. cocok buat makan bareng keluarga... dan pasti bakal balik lagi untuk makan si bandend cabut tulang favorit!!!",POSITIVE,POSITIVE,POSITIVE,POSITIVE
68,3860,"Tempat ini adalah tempat untuk Shabu2 dan Hotplate.Saya suka shabu2 di sini.Pelayan akan menjadi cookig untuk kami dan meletakkannya di atas piring dengan minyak wijen.Saya suka membuat saus cabai menggunakan cabai, bawang putih, minyak, dan kecap.Jika Anda menderita sakit tenggorokan, minta mereka untuk tidak memakai minyak wijen.Must Order adalah Babi Lapis dan Pecai atau Sawi Putih.Manis sekali.Yang lain akan menjadi apa yang kita suka, seperti Swekiaw, bakso, soun, dll. Sate mereka juga cukup baik.Harus mencoba sate.Orang-orang mengatakan hotplate babi mereka juga baik, tetapi setiap kali saya datang saya akhirnya memesan Shabu2 lagi .. Sayang sekali itu agak mahal dan mereka mengenakan biaya bawang putih.Layanan juga tidak konsisten. Beberapa ok, beberapa benar-benar perlu perbaikan.Untung mereka buka sampai lewat midnite, jadi ketika ure mencari makanan enak yang hangat, Anda bisa datang ke sini atau memesan dari Kemangi, tetangga dengan manajemen yang sama yang menjual makanan Indonesia.",POSITIVE,,,NEGATIVE
69,35,Memesan Kyoto Matcha Kakigori dan Matcha Latte dan menyukainya.Benar-benar dapat merasakan Matcha gaya Kyoto.Sayang sekali mesin kopi tidak berfungsi sehingga saya tidak bisa memesan minuman kopi panas.,POSITIVE,,,
70,1392,"Kedua kalinya ke joni steak, dan harus diakui memang tempat ini sangat terjangkau untuk kalangan mahasiswa yang ingin makan steak dengan harga yang relatif dibawah rata rata. Untuk dagingnya saya bilang baik, yang agak minus adalah rasa mushroom sauce dan pelayanan nya. Menurut saya rasa mushroom saucenya kurang susu, atau memang ini sudah menjadi resep tersendiri dari joni steak. Untuk pelayanan, saya cukup kecewa karena para pekerja joni steak lah yang ribut sendiri.",POSITIVE,,NEGATIVE,POSITIVE
71,139,Toko makanan penutup yang terkenal.Tidak banyak kata untuk dikatakan.Saya pikir Anda pasti tahu rasa dan suasana: P lebih baik Anda datang ke sini dan mencobanya :),POSITIVE,POSITIVE,,
72,2557,Suasana tmptnya oke. Perbuatan YG DDK D luar Agak dan Banyak Nyamuk.,,POSITIVE,,
73,400,"Tidak kunjungan pertama di sini, tetapi kunjungan ini agak mengecewakan.Memesan salad shroom musim panas, dory panggang, dan chowder seafood.Ganti salad agak tajam tetapi saya merasa itu menyegarkan - cara yang baik untuk memulai makanan!Melanjutkan seafood chowder, rasanya sebenarnya bagus tapi agak berair bukan chowder yang diharapkan yang seandainya krim dan kaya rasa.Kekecewaan utama datang dari Dory.Bumbu itu tidak ada di sana, itu cukup sederhana dan membosankan.Tapi Hallelujah untuk hidangan penutup!Strawberry Flamin-go pada dasarnya adalah mangga yang puding dengan stroberi segar yang gerimis dengan saus cokelat dan atasnya dengan marshmallow yang terbakar.Makanan penutup ini manis dan menyegarkan pada saat yang sama!",POSITIVE,,,
74,1710,"Gue sedekah ngasih rating satu yaa Kalau bisa gak ngasih rating deh, gak patut utk dikasih rating buk... Mengecewakan pelayanannya. ZONK!!!!,yang mau ke sini, gue saranin gak usah aja. mendingan yang ke daerah Tebet, soalnya di sini pelayannya ngacok. gak di training mulutnya jadinya gak ramah deh...",,,NEGATIVE,
75,2539,"Shao kao ini utamanya jualan skewers / aneka macam sate2an.. Mulai dari sate aneka daging, sayur (jamur, jagung), juga ada sosis2an gitu. Harganya standar sih.. Rasa bumbu sate nya lumayan. Slain sate2an ada beberapa menu makanan lainnya, harganya so so laa.. Beer disini termurah se kelapa gading! 🍺 Untuk tempatnya biasa saja tapi nyaman buat ajak keluarga juga 😁",POSITIVE,,POSITIVE,POSITIVE
76,3728,"Udah tiga kali ke sini dan selalu sepi pengunjung, tapi jadi bisa fokus ke kerjaan. Sayang, pas ke sini, Jumat (11/11), beberapa karyawan ribut sendiri dan lagi ada renovasi di lantai bawah jadi agak ribut. Dari tiga kali ke sini, dua kali saya pesen Nachos karena keju dan dagingnya yang nyummy. Terakhir, saya coba mesen fries cheesy, kentang goreng yang ditaburi bubuk keju dan keju juga. Sayang, rasanya memang nggak senikmat nachos. Seperti biasa, saya pesen hot cappucino. Rasanya 4/5, karena rada pait dan cepet dingin (mungkin karena pengaruh ruangan yang rada dingin jg kali ya). Stop kontak dan wifi tersedia secara cuma cuma. Tapi, kekurangannya, lumayan banyak nyamuk. Buat saya yang sensitif terhadap nyamuk, pastinya ngeganggu.",POSITIVE,POSITIVE,,
77,3660,"A good place to meet up with friends! Makanannya enak2 semua, minumannya juga enak dan ada yg bisa untuk share. Harganya cukup mahal tapi worth it dengan rasa makanannya. Pelayannya ramah2 dan fast response. I always want to come back here again.",POSITIVE,POSITIVE,POSITIVE,POSITIVE
78,2037,"Tempatnya enak, nyaman dan cocok untuk romantic dinner even in buffet style. Variasi makanannya banyak, rasanya enak, pelayanannya oke, ramah, dan selalu siap sedia untuk melayani kita dlm hal menawarkan minuman dan mengangkat piring kotor. Pelayanan disetiap station makanannya juga ramah, menyenangkan lah makan disini. Recommended..!!",POSITIVE,POSITIVE,POSITIVE,POSITIVE
79,2318,"Pertama kali datang kesini karena penasaran dengan konsep yg di usung,yg ga nahan itu harus ngantri hampir 1 jam,sy sendiri udh lupa ambil daging jenis yg mana,cm yg sy inget makan ber4 hbs 1jt,rasanya lumayan,pilihan menu banyak,cm ketika makan disini yg jadi berdebatan di antara kita justru,daging yg pertama kali keluar itu beda dgn tambahan daging berikutnya,daging pertama lbh empuk,tambahanya lbh alot..",POSITIVE,,,
80,1762,Punya temen / partner bisnis dari luar negri yang pengen coba makanan indo ? bawa ke sini deh ga pasti nyesel. ( btw siapin kocek yg mayan tp ya . apalagi kalo mereka suka ngebir. ) Can't go wrong to go here. makanan2 di sini berkualitas ( dan sedikir pricy tentunya ) . dan yang pasti ga akan bikin perut tamu kalian sakit. selama gw ke sini ( udah beberapa x ).. biasanya pesen - sate ayam / sapi / - beef rendang - pineapple fried rice - softshell crab - ko samui red beef curry semuanya ok banget.. dan so far gw ga pernah ktm makanan yg ga enak di resto ini. buat dessert  apa aja ok. btw contekan buat yg bawa tamu Korea. mrk suka mangga. jadi tawarin aja mango kiwi. dan beberapa foreigner ga suka duren. jadi watch out. mending tanya dulu bakal ke sini lagi ? -> YES. ( kl bos suru bawa pergi tamu ),POSITIVE,,,NEGATIVE
81,3909,"D'Consulate memang tempat yang nyaman untuk hang-out. Musik timur tengah merdu. Pita bread dan pizza lumayan deh. Ginger tea and orange juice are recommended. Untuk minum air mineral bersiap untuk merogoh kocek 25.000 karena tidak ada aqua biasa. Soal harga lumayan mahal buat saya. Untuk yang non-smoker juga merasa kurang nyaman karena nggak ada non smoking. Banner promo diskon tetap dipasang meski sudah nggak valid lagi, sehingga berkesan 'menjebak'.",POSITIVE,NEGATIVE,,NEGATIVE
82,252,"They pan-fried it really well, not too dry so the kuotie is not too crispy. Pan-seared Kuotie is my favorited! Kuotie Sawi's fills is a little bit less than Kuotie Udang. Kuotie Udang is my favorite here! Juicy and crispy at the same time. Bagi pecinta kuliner betawi, pastilah kenal dengan menu nasi ulam. Di Jakarta sendiri, agak susah mencari nasi ulam yang enak. Kebanyakan orang salah mengira nasi ulam adalah nasi uduk. Padahal nasi ulam adalah nasi putih yang dimasak pulen dengan ditaburi bihun goreng, timun iris tipis, kacang giling/tumbuk, bawang goreng dan dimakan bersama kuah semur tahu/kentang. Di Bang Sanip, pilihan lauk terdiri dari telor semur, telor balado, telor dadar, dendeng sapi, dan perkedel kentang. Jangan lupa minta daun kemangi. Sip dah. Yang saya suka dari Bang Sanip adalah kuah semur nya yang lumayan medok dan sambal kacang yg pedas. Selamat mencoba. Oh yah kalo kemari harus pagi, dibawah jam 10 pagi supaya tidak kehabisan dan harap makan di dalam mobil. Maklum kebanyakan penjual nasi ulam adalah penjual gerobakan. ""sy mampir ke Lembur Kuring nu BiBet minggu lalu...ikan gurame cabe ijonya mantap sekali...mengingatkan saya terhadap 'sambel favorit keluarga'....kombinasi gurih, manis dan aroma lombok ijo gorengnya serasi sekali.Pas...Karedoknya juga enak dan segar. OK",POSITIVE,,,
83,2923,"Woww...amaze dengan shinkansen mini yang mondar mandir mengantar makanan. Resto ini bersih, canggih dan pelayanannya cukup ok.Pertama order Salmon Triple Flavor..fresh, juicy, beda dengan resto sushi lainnya trus lanjut dengan Salmon Garlic Cheese dan Salmon Pollock Roe yum yum..lanjut pesan California Handroll, Chrispy Spicy Salmon, puncaknya Sashimi Salad enak bangedd👍. Suami bilang Green Tea-nya the best in town..overall puass",POSITIVE,,,
84,182,Jus fusi besar.Ingatkan saya tentang jus Jamba ketika saya tinggal di AS.Merah muda seperti permen (sirsak,POSITIVE,,,
85,144,"Penasaran sama tempatnya di lantai 3 yg terbuat dari kaca, ngebuat gw memutuskan buat mampir kesini. Terdiri dari 3 lantai. Lantai 1&3 untuk makan, lantai 2 untuk order Karna uda makan gw cuma beli red velvet cake nya aja yg rasanya biasa2 aja tapi cukup murah cuma 20 ribu. Oiya kalo ke lantai 3 karna ini keliatan dari bawah better jangan pake rok & buat yg takut tinggi mending duduk di lantai 2 aja.,my another favorite place to chillin'! it's so quiet, best service, great decoration. feels like home.. I just love it ❤️ my favorite menu: French Fries Iced Lemon Tea Oreo... somethin'. I didn't remember, haha.",POSITIVE,POSITIVE,,
86,1568,"Order : Kopitiam owl (12k), Vanilla Latte (15k), Hot Chocolate (17k) sama Roti+Pisang Bakar Coklat Keju (20k). Rasa : Kopitiam (2/10) *kopinya kemanisan untuk standar kopitiam* Vanilla Latte (2/10) *sumpah ini tuh kayak kopi instant sachet yg rasa vanilla, pokoknya ga enak sama sekali* RoPisBak (0/10) : bukannya lebay ngasih nilainya, tapi jujur ini roti pisang bakar paling ga enak yg pernah gua makan, pisangnya sama sekali belum matang. Overall so bad, ga worth it sama harga. Padahal lokasinya di Kemang yg bisa dibilang sarang anak nongkrong jkt selatan, harusnya diperbaiki rasanya. Semoga kedepannya lebih baik deh ☺",NEGATIVE,,,NEGATIVE
87,2134,"Brunch .. brunch .. brunch !!Saatnya untuk makan siang, 3 porsi untuk 2 orang.Saya mendapat makanan koma lol: 4,5 / 5.0 Suasana: 4.0 / 5.0 layanan: 4.0 / 5.0",POSITIVE,POSITIVE,POSITIVE,
88,1757,"This outlet is so much better than at Living World. Setelah pengalaman buruk di Donburi Ichiya LW karena ayamnya gosong hitam, akhirnyaa lama berani coba lagi dan untungnya better dr LW. Sayang kecewa sm gyutandon nya yang malah enakan di LW. :(",POSITIVE,,,
89,2497,Waiter: Sudrajat Pelayanannya baik dan cepat. Makanannya enak . Minumannya juga segar dan enak. Para pelayannya ramah dan baik. Suasana talaga sampierun terasa sejuk dan tertata rapi. Pokoknya recomended.,POSITIVE,POSITIVE,POSITIVE,POSITIVE
90,267,"Tempat mewah dan mahal pasti.Saya senang itu adalah pertemuan kantor jadi itu semua gratis ..... Anda membayar apa yang Anda dapatkan .. makanan yang baik, pelayanan yang baik dan pemandangan yang bagus",POSITIVE,POSITIVE,POSITIVE,
91,1439,"Akhirnya nyoba tempat ini, Td dtg cuma buat ngopi aja, pesen hot lattenya sambil santai. Bagian indoor non smokingnya, suasana homey, kecil, tp nyaman. Outdoornya juga bagus, dengan meja kayunya yg catchy, pas buat foto 😂 Servicenya ok, pelayannya ramah.",,POSITIVE,POSITIVE,
92,2753,"Pernah ke sana bulan lalu di hari kemerdekaan.Makanan begitu-jadi menurut keluarga saya - mengeluarkan level getaran Tony Roma yang lebih rendah.Babyback Ribs cukup lezat, meskipun karena rempah-rempah meresap ke dalam daging.Harga baik-baik saja (dan agak murah), cukup seimbang dengan rasanya.Saya tidak terlalu suka interiornya, itu agak 'meh' bagiku?Tampaknya lebih seperti diner biasa atau murah karena pencahayaan yang mengerikan di depan alih-alih tempat yang melayani 300K + makanan untuk setiap orang.Namun, tidak perlu masuk kembali ke sini.",POSITIVE,NEGATIVE,,POSITIVE
93,2185,"Tempat ini recomended bagi saya, walaupun disekeliling rumah makan ini terdapat banyak rumah makan, tapi saya selalu lebih memilih masuk ke tempat ini. Menu yang suka saya pesan adalah sup saudara, minumannya es jeruk nipis. Tapi hari ini saya minum teh manis hangat karena lagi pilek.",POSITIVE,,,
94,3559,"Saya memesan pho dac biet untuk makan dan jus kumquat, porsi pho murah hati dan rasa bijaksana itu lezat.Cinta jus Kumquat, rasanya manis dan asam, saya tidak menaruh gula karena lebih segar tanpa.Layanan cepat, server cukup banyak menjawab pertanyaan kami tentang menu mereka cukup tepat.",POSITIVE,,POSITIVE,
95,2719,"Resto thailand di PIM 2. Tempatnya ga terlalu luas tp nyediain byk table kok. Masakanya enak.. Suka banget singkong thailandnya.. Hampir smua makanan w coba.. Enakkk,pengalaman makan disini cukup menyenangkan, krn bertepatan dengan ulang taun bokap.. hehe suasana disini lumayan cozy, dan kyknya emang pas buat jadi restoran keluarga.. pernah nyobain juga yang di senayan city, dan sedikit lebih rame disana, kalo di pim krn ga terlalu rame jadi menurut gw lebih enak disini.. yang perlu dicobain sebenernya thai ice green teanya! enak banget banget, tqpi sayangnya pas ke pim ga mesen itu huhu.. what I order here: -chicken satay 59k -kailan with beef 49k -mixed vegetables 35k -pad thai 45k -seafood fried rice 45k -cashew nuts chicken 49k -mayonnaise soft shell crab 50k semuanya enak enak enak, sebenernya pengen banget nyobain sticky mango ricenya disini, sayangnya waktu itu lagi abis.. huhuhu dan akhirnya mesen buah potong (semangka, melon) yang ternyata cukup pricey (kurang lebih 80k cmiiw)",POSITIVE,POSITIVE,,NEGATIVE
96,1962,"Tempat paling nyaman buat bikin bibir dan lidah berasa dingin dan buat otak lumer akibat nikmatnya menu disini. Selalu juara choco lava cake plus ice cream choco nya. Staff nya ok, pelayanan cepet, price average buat level dessert dan gua puas dah.",POSITIVE,,POSITIVE,POSITIVE
97,1580,"Saya pesan hot macchiato dgn gold rush coffee, krn saya menghindari acid coffee demi kesehatan lambung saya. Taste : 7.5 Look : 7.5 Takarannya pas bgt buat hot coffee. Temen minumnya : chicken wings. Bumbunya enakkk dehh, meski porsi sedikit. Iced chocolate for my company... """"kurang kental"""" , katanya.",POSITIVE,,,
98,2501,"Suka tempat ini!Saya selalu suka makanan sehat yang rasanya enak.Dan Snctry memberikan keduanya!Aku memesan Sunshine Mangga (dengan Granola), dan rasanya luar biasa!Bagian ini cukup besar dan biaya sekitar 45k.Benar-benar layak!Hubby memesan jus semangka mint (botol) yang rasanya menyegarkan dengan baik.😍😍😍 Tempatnya sangat kecil, tetapi kami bisa duduk di Bao Ji (restoran Cina yang menyajikan makanan ringan yang terletak di gedung yang sama dengan Snctry) Terlalu buruk tempat ini cukup jauh dari rumah saya, jika tidak, saya akan sering datang ke sini 😊😊.",POSITIVE,NEGATIVE,,POSITIVE
99,445,"Restauran yang satu ini designnya unik. Dengan ruangan spacious dari building, restoran ini membuat dining areanya tinggi sehingga memberi kesan mewah dan lux. Makanannya juga enak sesuai harga",POSITIVE,,POSITIVE,POSITIVE
100,2929,"Agak ragu untuk mencoba karena ulasannya buruk.Coba lantai 1, bagian Udon.Niku Idon cukup baik.Lauk begitu jadi IMHO.Tapi saya tidak merasa nyaman dengan udara, terlalu panas!Tidak bisa membayangkan bagaimana lantai 2 (bagian Teppanyaki) ingin.",POSITIVE,NEGATIVE,,
101,178,"Tempatnya super cozy, alunan musiknya bikin konsen ngerjain kerjaan, tp sayang gue baru kesini justru pas udah lulus haha pdhl ini cocok bgt buat yg lg skripsian gt. Waktu itu kalo ga salah pesen cappucino with vanilla sama tiramisu donut. Enakkk dan nagih utk kesini lg",POSITIVE,POSITIVE,,
102,716,"Tempat itu kecil dan nyaman.Setiap tabel adalah desain untuk setidaknya 4 orang dan saya pikir tempat itu adalah zona merokok.Ada area bar di mana Anda bisa menonton koki melakukan barang-barang mereka.Jika Anda dalam kelompok 10 Anda dapat duduk di area yang lebih pribadi dengan karpet tatami dan menikmati lebih banyak suasana Jepang.Saya pergi ke sana dengan gf saya.Kami bukan pemakan besar sehingga kami hanya memesan Tipis Buta Katsu, Nasi dan Buta Okonomiyaki kecil.Tidak disapoint.Buta Katsu lezat, renyah dan gurih, dengan nasi itu lebih dari sekadar memenuhi.Bacon okonomiyaki baik, Anda pasti bisa merasakan daging dan Anda bisa merasakannya renyah.Ocha gratis.Total biaya hanya 107k.Ulangi kunjungan?Ya.",POSITIVE,POSITIVE,,POSITIVE
