,Unnamed: 0,rid,text,food,ambience,service,price
75,76,3728,udah tiga kali ke sini dan selalu sepi unjung tapi jadi bisa fokus ke kerja sayang pas ke sini jumat 11 11 beberapa karyawan ribut sendiri dan lagi ada renovasi di lantai bawah jadi agak ribut dari tiga kali ke sini dua kali saya sen nachos karena keju dan daging yang nyummy akhir saya coba mesen fries cheesy kentang goreng yang tabur bubuk keju dan keju juga sayang rasa memang nggak nikmat nachos seperti biasa saya sen hot cappucino rasa 4 5 karena rada pait dan cepet dingin mungkin karena pengaruh ruang yang rada dingin jg kali ya stop kontak dan wifi sedia cara cuma cuma tapi kurang lumayan banyak nyamuk buat saya yang sensitif hadap nyamuk pasti ngeganggu,POSITIVE,POSITIVE,,
76,77,3660,a good place to meet up with friends makan enak2 semua minum juga enak dan ada yg bisa untuk share harga cukup mahal tapi worth it dengan rasa makan layan ramah2 dan fast response i always want to come back here again,POSITIVE,POSITIVE,POSITIVE,POSITIVE
77,78,2037,tempat enak nyaman dan cocok untuk romantic dinner even in buffet style variasi makan banyak rasa enak layan oke ramah dan selalu siap sedia untuk layan kita dlm hal tawar minum dan angkat piring kotor layan tiap station makan juga ramah senang lah makan sini recommended,POSITIVE,POSITIVE,POSITIVE,POSITIVE
78,79,2318,pertama kali datang kesini karena penasaran dengan konsep yg di usung yg ga nahan itu harus ngantri hampir 1 jam sy sendiri udh lupa ambil daging jenis yg mana cm yg sy inget makan ber4 hbs 1jt rasa lumayan pilih menu banyak cm ketika makan sini yg jadi debat di antara kita justru daging yg pertama kali keluar itu beda dgn tambah daging ikut daging pertama lbh empuk tambahanya lbh alot,POSITIVE,,,
79,80,1762,punya temen partner bisnis dari luar negri yang ken coba makan indo bawa ke sini deh ga pasti nyesel btw siapin kocek yg mayan tp ya apalagi kalo mereka suka ngebir can t go wrong to go here makanan2 di sini kualitas dan kir pricy tentu dan yang pasti ga akan bikin perut tamu kalian sakit lama gw ke sini udah beberapa x biasa sen - sate ayam sapi - beef rendang - pineapple fried rice - softshell crab - ko samui red beef curry semua ok banget dan so far gw ga pernah ktm makan yg ga enak di resto ini buat dessert apa aja ok btw contek buat yg bawa tamu korea mrk suka mangga jadi tawarin aja mango kiwi dan beberapa foreigner ga suka duren jadi watch out mending tanya dulu bakal ke sini lagi - yes kl bos suru bawa pergi tamu,POSITIVE,,,NEGATIVE
80,81,3909,d consulate memang tempat yang nyaman untuk hang-out musik timur tengah merdu pita bread dan pizza lumayan deh ginger tea and orange juice are recommended untuk minum air mineral siap untuk rogoh kocek 25 000 karena tidak ada aqua biasa soal harga lumayan mahal buat saya untuk yang non-smoker juga rasa kurang nyaman karena nggak ada non smoking banner promo diskon tetap pasang meski sudah nggak valid lagi sehingga kesan jebak,POSITIVE,NEGATIVE,,NEGATIVE
81,82,252,they pan-fried it really well not too dry so the kuotie is not too crispy pan-seared kuotie is my favorited kuotie sawi s fills is a little bit less than kuotie udang kuotie udang is my favorite here juicy and crispy at the same time bagi cinta kuliner betawi pasti kenal dengan menu nasi ulam di jakarta sendiri agak susah cari nasi ulam yang enak banyak orang salah ira nasi ulam adalah nasi uduk padahal nasi ulam adalah nasi putih yang masak pulen dengan tabur bihun goreng timun iris tipis kacang giling tumbuk bawang goreng dan makan sama kuah semur tahu kentang di bang sanip pilih lauk diri dari telor semur telor balado telor dadar dendeng sapi dan perkedel kentang jangan lupa minta daun kemangi sip dah yang saya suka dari bang sanip adalah kuah semur nya yang lumayan medok dan sambal kacang yg pedas selamat coba oh yah kalo kemari harus pagi bawah jam 10 pagi supaya tidak habis dan harap makan di dalam mobil maklum banyak jual nasi ulam adalah jual goba sy mampir ke lembur kuring nu bibet minggu lalu ikan gurame cabe ijonya mantap sekali ingat saya hadap sambel favorit keluarga kombinasi gurih manis dan aroma lombok ijo goreng serasi sekali pas karedoknya juga enak dan segar ok,POSITIVE,,,
82,83,2923,woww amaze dengan shinkansen mini yang mondar mandir antar makan resto ini bersih canggih dan layan cukup ok pertama order salmon triple flavor fresh juicy beda dengan resto sushi lain trus lanjut dengan salmon garlic cheese dan salmon pollock roe yum yum lanjut pesan california handroll chrispy spicy salmon puncak sashimi salad enak bangedd suami bilang green tea-nya the best in town overall puass,POSITIVE,,,
83,84,182,jus fusi besar ingat saya tentang jus jamba ketika saya tinggal di as merah muda seperti permen sirsak,POSITIVE,,,
84,85,144,penasaran sama tempat di lantai 3 yg buat dari kaca ngebuat gw putus buat mampir kesini diri dari 3 lantai lantai 1 3 untuk makan lantai 2 untuk order karna uda makan gw cuma beli red velvet cake nya aja yg rasa biasa2 aja tapi cukup murah cuma 20 ribu oiya kalo ke lantai 3 karna ini liat dari bawah better jangan pake rok buat yg takut tinggi mending duduk di lantai 2 aja my another favorite place to chillin it s so quiet best service great decoration feels like home i just love it my favorite menu french fries iced lemon tea oreo somethin i didn t remember haha,POSITIVE,POSITIVE,,
85,86,1568,order kopitiam owl 12k vanilla latte 15k hot chocolate 17k sama roti pisang bakar coklat keju 20k rasa kopitiam 2 10 kopi manis untuk standar kopitiam vanilla latte 2 10 sumpah ini tuh kayak kopi instant sachet yg rasa vanilla pokok ga enak sama sekali ropisbak 0 10 bukan lebay ngasih nilai tapi jujur ini roti pisang bakar paling ga enak yg pernah gua makan pisang sama sekali belum matang overall so bad ga worth it sama harga padahal lokasi di kemang yg bisa bilang sarang anak nongkrong jkt selatan harus baik rasa moga depan lebih baik deh,NEGATIVE,,,NEGATIVE
86,87,2134,brunch brunch brunch saat untuk makan siang 3 porsi untuk 2 orang saya dapat makan koma lol 4 5 5 0 suasana 4 0 5 0 layan 4 0 5 0,POSITIVE,POSITIVE,POSITIVE,
87,88,1757,this outlet is so much better than at living world telah alam buruk di donburi ichiya lw karena ayam gosong hitam akhirnyaa lama berani coba lagi dan untung better dr lw sayang kecewa sm gyutandon nya yang malah enak di lw,POSITIVE,,,
88,89,2497,waiter sudrajat layan baik dan cepat makan enak minum juga segar dan enak para layan ramah dan baik suasana talaga sampierun asa sejuk dan tata rapi pokok recomended,POSITIVE,POSITIVE,POSITIVE,POSITIVE
89,90,267,tempat mewah dan mahal pasti saya senang itu adalah temu kantor jadi itu semua gratis anda bayar apa yang anda dapat makan yang baik layan yang baik dan pandang yang bagus,POSITIVE,POSITIVE,POSITIVE,
90,91,1439,akhir nyoba tempat ini td dtg cuma buat ngopi aja sen hot lattenya sambil santai bagi indoor non smokingnya suasana homey kecil tp nyaman outdoornya juga bagus dengan meja kayu yg catchy pas buat foto servicenya ok layan ramah,,POSITIVE,POSITIVE,
91,92,2753,pernah ke sana bulan lalu di hari merdeka makan begitu-jadi turut keluarga saya - keluar level getar tony roma yang lebih rendah babyback ribs cukup lezat meski karena rempah resap ke dalam daging harga baik saja dan agak murah cukup imbang dengan rasa saya tidak terlalu suka interior itu agak meh bagi tampak lebih seperti diner biasa atau murah karena cahaya yang keri di depan alih tempat yang layan 300k makan untuk tiap orang namun tidak perlu masuk kembali ke sini,POSITIVE,NEGATIVE,,POSITIVE
92,93,2185,tempat ini recomended bagi saya walaupun keliling rumah makan ini dapat banyak rumah makan tapi saya selalu lebih pilih masuk ke tempat ini menu yang suka saya pesan adalah sup saudara minum es jeruk nipis tapi hari ini saya minum teh manis hangat karena lagi pilek,POSITIVE,,,
93,94,3559,saya mes pho dac biet untuk makan dan jus kumquat porsi pho murah hati dan rasa bijaksana itu lezat cinta jus kumquat rasa manis dan asam saya tidak taruh gula karena lebih segar tanpa layan cepat server cukup banyak jawab tanya kami tentang menu mereka cukup tepat,POSITIVE,,POSITIVE,
94,95,2719,resto thailand di pim 2 tempat ga terlalu luas tp nyediain byk table kok masakanya enak suka banget singkong thailandnya hampir smua makan w coba enakkk alam makan sini cukup senang krn tepat dengan ulang taun bokap hehe suasana sini lumayan cozy dan kyknya emang pas buat jadi restoran keluarga pernah nyobain juga yang di senayan city dan sedikit lebih rame sana kalo di pim krn ga terlalu rame jadi turut gw lebih enak sini yang perlu dicobain sebenernya thai ice green teanya enak banget banget tqpi sayang pas ke pim ga mesen itu huhu what i order here -chicken satay 59k -kailan with beef 49k -mixed vegetables 35k -pad thai 45k -seafood fried rice 45k -cashew nuts chicken 49k -mayonnaise soft shell crab 50k semua enak enak enak sebenernya ken banget nyobain sticky mango ricenya sini sayang waktu itu lagi abis huhuhu dan akhir mesen buah potong semangka melon yang nyata cukup pricey kurang lebih 80k cmiiw,POSITIVE,POSITIVE,,NEGATIVE
95,96,1962,tempat paling nyaman buat bikin bibir dan lidah asa dingin dan buat otak lumer akibat nikmat menu sini selalu juara choco lava cake plus ice cream choco nya staff nya ok layan cepet price average buat level dessert dan gua puas dah,POSITIVE,,POSITIVE,POSITIVE
96,97,1580,saya pesan hot macchiato dgn gold rush coffee krn saya hindar acid coffee demi sehat lambung saya taste 7 5 look 7 5 takar pas bgt buat hot coffee temen minum chicken wings bumbu enakkk dehh meski porsi sedikit iced chocolate for my company kurang kental kata,POSITIVE,,,
97,98,2501,suka tempat ini saya selalu suka makan sehat yang rasa enak dan snctry beri dua aku mes sunshine mangga dengan granola dan rasa luar biasa bagi ini cukup besar dan biaya sekitar 45k benar layak hubby mes jus semangka mint botol yang rasa segar dengan baik tempat sangat kecil tetapi kami bisa duduk di bao ji restoran cina yang saji makan ringan yang letak di gedung yang sama dengan snctry terlalu buruk tempat ini cukup jauh dari rumah saya jika tidak saya akan sering datang ke sini,POSITIVE,NEGATIVE,,POSITIVE
98,99,445,restauran yang satu ini designnya unik dengan ruang spacious dari building restoran ini buat ning area tinggi sehingga beri kesan mewah dan lux makan juga enak sesuai harga,POSITIVE,,POSITIVE,POSITIVE
99,100,2929,agak ragu untuk coba karena ulas buruk coba lantai 1 bagi udon niku idon cukup baik lauk begitu jadi imho tapi saya tidak rasa nyaman dengan udara terlalu panas tidak bisa bayang bagaimana lantai 2 bagi teppanyaki ingin,POSITIVE,NEGATIVE,,
100,101,178,tempat super cozy alun musik bikin konsen ngerjain kerja tp sayang gue baru kesini justru pas udah lulus haha pdhl ini cocok bgt buat yg lg skripsi gt waktu itu kalo ga salah sen cappucino with vanilla sama tiramisu donut enakkk dan nagih utk kesini lg,POSITIVE,POSITIVE,,
101,102,716,tempat itu kecil dan nyaman tiap tabel adalah desain untuk tidak 4 orang dan saya pikir tempat itu adalah zona rokok ada area bar di mana anda bisa tonton koki laku barang mereka jika anda dalam kelompok 10 anda dapat duduk di area yang lebih pribadi dengan karpet tatami dan nikmat lebih banyak suasana jepang saya pergi ke sana dengan gf saya kami bukan makan besar sehingga kami hanya mes tipis buta katsu nasi dan buta okonomiyaki kecil tidak disapoint buta katsu lezat renyah dan gurih dengan nasi itu lebih dari sekadar penuh bacon okonomiyaki baik anda pasti bisa rasa daging dan anda bisa rasa renyah ocha gratis total biaya hanya 107k ulang kunjung ya,POSITIVE,POSITIVE,,POSITIVE
102,103,809,wowww chasiu garing madu nya muantaappppp best one in jakarta area klo mau makan nasi campur nya mending minta daging ayam ganti sama chasiu garing madu nya soal ayam nya gk gtu enak mnding dganti hahaha mayan mahal sih porsi nasi hainam spesial sktr 60 ribu tp ok lahhh trutama karena chasiu garing madu nya casio madu top abis masakan lain jg enak bebek panggang gak amis n bumbu nyerep though the outlet at pik is quite modern i still prefer the old one at taman duta mas this is the right place to eat the live steamed fish without worrying the bill,POSITIVE,,,
103,104,587,kemarin kesini awal booking tempat nah betul langsung dapet tanpa waiting list tempat nya mudah di cari layan ramah tempat bikin betah colok banyak lagi aku sen roti butter sama teh tarik dan rasaanyaa paaaaaaas mulut 80 100 cireng sosis sama mie chibi yang pedes bikin nagih buat main uno balok seruuuu coyy hihi,POSITIVE,POSITIVE,POSITIVE,
104,105,1528,senang lihat mereka milik banyak pilih rasa tetapi itu bukan jenis es krim saya bagi saya itu terlalu manis tetapi tempat itu nyaman dan staf ramah,NEGATIVE,POSITIVE,POSITIVE,
105,106,407,jumat kemarin ke southbox dan nyobain ini sama temen kita sen paket hemat 2nd avenue yaitu 2 bowls chicken lamb over rice 2drinks 1 french fries harga 130ribu isi ada nasi briyani tomat kecil iris kol daging ayam kambing dan roti prata dan juga kasih mayones saus tomat dan saus sambal porsi lumayan besar dan bikin kenyang untuk rasa turut sayaa enak nasi briyaninya lembut gimana gitu untuk harga cukup affordable 130ribu untuk 2porsi udah plus air mineral dan kentang goreng,POSITIVE,,,POSITIVE
106,107,647,milik salad ayam dan pizza ayam bbq di sini dua hidang itu benar tidak buruk tetapi saya harap sesuatu yang lebih untuk harga ini dan tentang minum ketika anda pergi ke restoran dan mes teh mint untuk 33rp anda harap untuk minum teh mint bukan tas murah dilmah itu kecewa,NEGATIVE,,,
107,108,3916,kemarin ke sini rada rame siih waiting list 3 orang yang 2 udah masuk gilir yg akhir ga nongol yaudah buat saya aja rejeki ga mana akhir saya pesan the best fish and chips in town bener2 enak ikan lembuuuuttt bgt terus crispy kentang jg juara saya denger situ mashed potatonya enak pas saya coba enak banget emang sih porsi gede tp saya laper bgt saat itu apalagi makan siang yaudah deh hehe baked king prawns with ebiko ini sih sen mama saya tp saya cobain aja first impression keju gak pelit tp rada susah juga nyari daging prawn nya soal tutup keju tp over all nasi enak dan daging prawnnya empuk membal gmn gt hehe soup of the day enak sih creamy bgt sukaa tapi sayang keluar telah makan utama dateng jd kan udah alih oleh king prawns dan fish chips nya hoho akhir ditake away deh hehe,POSITIVE,,,
108,109,1316,makan enak suka nasi ayam n veggie tempat standar tapi oke cocok untuk makan siang cepat biasa restoran adalah daftar tunggu tetapi kemudian layak untuk antri,POSITIVE,,,POSITIVE
109,110,2490,ketika anda kunjung ke sini anda harus coba buddae jjigae anda dapat tambah anythig ke dalam sup ini tapi saya saran untuk tidak makan ketika hari cerah atau anda akan jadi mudah keringat karena ac tidak begitu keren bibimbab juga harus coba sayang kami tidak coba toppoki karena layan kata ada tteok di buddar jjigae,POSITIVE,,,
110,111,3413,bir sesuai dengan selera saya itu tidak terlalu kuat seperti bir lokal cinta perut babi satu hal yang ganggu saya adalah daftar tunggu ini terlalu lama utama untuk meja bebas rokok,POSITIVE,NEGATIVE,,
111,112,1782,raih makan siang di sini dengan banyak teman minggu lalu fatburger letak di terogong raya tepat di depan jis sangat mudah temu saya suka dekorasi tema industri dan tempat cukup luas karena ini adalah pertama kali saya makan di fatburger saya usaha cari makan yang unik di menu mereka dan tinggal pilih saya di burger kurus kurang carbo tetapi banyak protein gambar tunjuk bahwa burger akan datang dalam porsi besar tetapi ketika layan lewat saya burger saya benar sangat kecewa ukur benar adalah faaaaarrrr waaaayyyy lebih kecil daripada dalam gambar meski rasa enak dan rasanyadatang dalam lapis yang tegang saya pikir akan lebih baik jika fatburger dapat masuk bobot ke tiap kali makan di menu sehingga langgan dapat bayang berapa besar makan itu,POSITIVE,POSITIVE,,
